Order No,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Month
3028,374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,15:26,Credit card,385.38,4.761904762,19.269,Good,February
3029,361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,760.452,2019-03-15,14:48,Credit card,724.24,4.761904762,36.212,Average,March
3030,868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09,Cash,498.45,4.761904762,24.9225,Good,January
3031,544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,2019-01-28,11:51,Cash,214.3,4.761904762,10.715,Average,January
3032,182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,13:32,Credit card,94.6,4.761904762,4.73,Bad,January
3033,608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2019-02-25,20:19,Cash,39.75,4.761904762,1.9875,Average,February
3034,761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,2019-01-19,10:17,Ewallet,96.8,4.761904762,4.84,Good,January
3035,490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.705,2019-01-08,14:25,Ewallet,332.1,4.761904762,16.605,Average,January
3036,311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,2019-02-20,15:18,Credit card,319.9,4.761904762,15.995,Good,February
3037,843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,19:50,Credit card,318.42,4.761904762,15.921,Good,January
3038,114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2019-02-07,15:06,Cash,463.28,4.761904762,23.164,Good,February
3039,715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,2019-03-06,20:57,Cash,141.9,4.761904762,7.095,Good,March
3040,811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,2019-02-06,15:16,Credit card,302.7,4.761904762,15.135,Good,February
3041,699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,2019-01-28,17:47,Credit card,793.28,4.761904762,39.664,Bad,January
3042,261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,19:39,Credit card,121.92,4.761904762,6.096,Bad,January
3043,509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,2019-02-09,12:02,Ewallet,183.88,4.761904762,9.194,Average,February
3044,201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,19:40,Cash,183.82,4.761904762,9.191,Good,February
3045,701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,2019-03-16,10:11,Ewallet,343.7,4.761904762,17.185,Average,March
3046,533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,2019-01-12,11:42,Cash,357.49,4.761904762,17.8745,Average,January
3047,851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,2019-03-24,14:08,Credit card,414.4,4.761904762,20.72,Average,March
3048,152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,2019-03-17,11:55,Credit card,101.52,4.761904762,5.076,Bad,March
3049,234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.817,2019-02-15,13:51,Cash,345.54,4.761904762,17.277,Average,February
3050,109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,441.588,2019-02-14,11:36,Credit card,420.56,4.761904762,21.028,Bad,February
3051,222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,2019-01-28,13:53,Credit card,648.99,4.761904762,32.4495,Good,January
3052,346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,16:28,Cash,173.16,4.761904762,8.658,Good,March
3053,636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,262.794,2019-02-25,18:37,Cash,250.28,4.761904762,12.514,Good,February
3054,343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,2019-01-09,16:34,Cash,94.8,4.761904762,4.74,Bad,January
3055,793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,13:30,Credit card,246.36,4.761904762,12.318,Good,March
3056,427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,2019-03-12,11:01,Ewallet,285.11,4.761904762,14.2555,Average,March
3057,760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,10:26,Cash,122.31,4.761904762,6.1155,Average,March
3058,670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,281.169,2019-01-02,20:08,Credit card,267.78,4.761904762,13.389,Average,January
3059,291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2019-02-28,17:38,Cash,60.3,4.761904762,3.015,Average,February
3060,725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,370.125,2019-03-24,18:14,Credit card,352.5,4.761904762,17.625,Average,March
3061,173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51,Cash,379.5,4.761904762,18.975,Good,January
3062,596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,14:04,Credit card,127.54,4.761904762,6.377,Average,March
3063,866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,2019-02-25,11:58,Ewallet,527.9,4.761904762,26.395,Good,February
3064,322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2019-02-03,11:46,Cash,128.91,4.761904762,6.4455,Good,February
3065,895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2019-02-16,10:52,Cash,328.59,4.761904762,16.4295,Bad,February
3066,770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,177.408,2019-01-01,19:31,Cash,168.96,4.761904762,8.448,Average,January
3067,525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,13:19,Cash,75.82,4.761904762,3.791,Average,January
3068,831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43,Ewallet,198.75,4.761904762,9.9375,Good,February
3069,624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,2019-01-27,10:44,Credit card,490.1,4.761904762,24.505,Bad,January
3070,133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.756,2019-02-16,18:04,Credit card,240.72,4.761904762,12.036,Good,February
3071,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02,Credit card,383.11,4.761904762,19.1555,Good,March
3072,563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,2019-01-22,11:52,Cash,334.86,4.761904762,16.743,Good,January
3073,794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,2019-01-26,14:41,Credit card,66.66,4.761904762,3.333,Average,January
3074,172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,2019-03-02,18:18,Credit card,76.54,4.761904762,3.827,Average,March
3075,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06,Credit card,135.0,4.761904762,6.75,Bad,February
3076,369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,2019-01-15,18:22,Ewallet,378.3,4.761904762,18.915,Good,January
3077,214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,2019-03-11,19:44,Credit card,172.45,4.761904762,8.6225,Good,March
3078,746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63,10,42.315,888.615,2019-01-01,11:36,Credit card,846.3,4.761904762,42.315,Good,January
3079,448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,2019-02-10,13:51,Ewallet,258.37,4.761904762,12.9185,Average,February
3080,452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,2019-01-26,15:17,Cash,609.56,4.761904762,30.478,Average,January
3081,883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,104.832,2019-03-06,11:55,Credit card,99.84,4.761904762,4.992,Average,March
3082,518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,2019-02-26,15:10,Ewallet,159.6,4.761904762,7.98,Bad,February
3083,156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,2019-03-10,18:10,Credit card,25.45,4.761904762,1.2725,Average,March
3084,151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,2019-02-04,20:43,Credit card,67.77,4.761904762,3.3885,Average,February
3085,574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,2019-03-20,19:55,Cash,33.63,4.761904762,1.6815,Average,March
3086,374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2019-02-07,19:30,Ewallet,318.55,4.761904762,15.9275,Good,February
3087,764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,30.996,2019-02-18,14:42,Ewallet,29.52,4.761904762,1.476,Bad,February
3088,565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,14:16,Cash,243.0,4.761904762,12.15,Bad,March
3089,313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,2019-03-27,20:29,Credit card,87.45,4.761904762,4.3725,Good,March
3090,430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2019-02-07,15:55,Cash,276.12,4.761904762,13.806,Good,February
3091,574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2019-02-25,13:22,Ewallet,251.4,4.761904762,12.57,Good,February
3092,777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,2019-02-22,11:26,Ewallet,206.91,4.761904762,10.3455,Good,February
3093,636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.939,82.719,2019-03-02,12:36,Ewallet,78.78,4.761904762,3.939,Average,March
3094,181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,2019-02-08,10:58,Cash,98.22,4.761904762,4.911,Average,February
3095,226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.756,57.876,2019-01-10,11:10,Ewallet,55.12,4.761904762,2.756,Good,January
3096,321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,2019-02-15,17:38,Credit card,88.31,4.761904762,4.4155,Average,February
3097,149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.794,352.674,2019-03-06,15:31,Ewallet,335.88,4.761904762,16.794,Average,March
3098,431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2019-02-15,20:51,Credit card,794.25,4.761904762,39.7125,Good,February
3099,825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,2019-03-02,19:26,Ewallet,50.62,4.761904762,2.531,Good,March
3100,641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,2019-03-24,13:33,Ewallet,599.52,4.761904762,29.976,Good,March
3101,501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,2019-01-03,20:24,Ewallet,378.9,4.761904762,18.945,Good,January
3102,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,16:58,Cash,74.97,4.761904762,3.7485,Average,March
3103,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40,Ewallet,82.5,4.761904762,4.125,Average,March
3104,889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20,Credit card,356.56,4.761904762,17.828,Good,January
3105,676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.469,2019-02-03,20:13,Ewallet,53.78,4.761904762,2.689,Bad,February
3106,365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.012,2019-02-24,14:26,Ewallet,211.44,4.761904762,10.572,Good,February
3107,503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,2019-02-21,12:40,Ewallet,119.73,4.761904762,5.9865,Good,February
3108,305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,2019-01-09,18:43,Ewallet,65.7,4.761904762,3.285,Bad,January
3109,200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2019-02-09,11:45,Cash,395.46,4.761904762,19.773,Average,February
3110,552-44-5977,B,Mandalay,Member,Male,Health and beauty,62.0,8,24.8,520.8,2019-01-03,19:08,Credit card,496.0,4.761904762,24.8,Average,January
3111,366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,2019-03-25,16:32,Ewallet,211.56,4.761904762,10.578,Average,March
3112,869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,2019-01-27,20:03,Credit card,384.64,4.761904762,19.232,Good,January
3113,826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,2019-01-06,19:46,Ewallet,248.76,4.761904762,12.438,Bad,January
3114,176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.848,101.808,2019-03-27,19:11,Credit card,96.96,4.761904762,4.848,Bad,March
3115,191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.585,2019-02-27,18:57,Credit card,197.7,4.761904762,9.885,Bad,February
3116,729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,2019-01-06,11:18,Cash,724.23,4.761904762,36.2115,Good,January
3117,640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,2019-03-02,12:40,Cash,795.51,4.761904762,39.7755,Average,March
3118,186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,2019-03-29,14:06,Cash,502.39,4.761904762,25.1195,Good,March
3119,834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,2019-01-31,20:48,Ewallet,172.0,4.761904762,8.6,Good,January
3120,394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,2019-03-22,19:35,Credit card,707.44,4.761904762,35.372,Bad,March
3121,752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.988,2019-02-19,19:29,Credit card,448.56,4.761904762,22.428,Good,February
3122,821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.124,2019-01-18,15:04,Credit card,104.88,4.761904762,5.244,Average,January
3123,418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2019-02-02,20:42,Cash,178.92,4.761904762,8.946,Good,February
3124,776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,2019-03-18,13:45,Credit card,132.36,4.761904762,6.618,Good,March
3125,434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.028,2019-02-04,18:53,Ewallet,93.36,4.761904762,4.668,Good,February
3126,174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,2019-03-05,17:49,Credit card,697.4,4.761904762,34.87,Good,March
3127,299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,2019-03-09,10:54,Cash,365.26,4.761904762,18.263,Good,March
3128,837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,18:19,Credit card,47.44,4.761904762,2.372,Average,February
3129,438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,2019-01-24,10:38,Ewallet,531.16,4.761904762,26.558,Good,January
3130,390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,17:58,Credit card,19.15,4.761904762,0.9575,Good,January
3131,238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.686,56.406,2019-03-01,20:03,Ewallet,53.72,4.761904762,2.686,Average,March
3132,296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,20:07,Credit card,27.07,4.761904762,1.3535,Average,January
3133,241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,2019-01-08,12:58,Credit card,98.2,4.761904762,4.91,Average,January
3134,322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2019-02-03,11:46,Cash,128.91,4.761904762,6.4455,Good,February
3135,725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,370.125,2019-03-24,18:14,Credit card,352.5,4.761904762,17.625,Average,March
3136,320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,2019-01-14,10:11,Credit card,34.81,4.761904762,1.7405,Average,January
3137,779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.881,2019-02-20,13:06,Ewallet,173.22,4.761904762,8.661,Good,February
3138,190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2019-02-23,20:43,Ewallet,71.88,4.761904762,3.594,Average,February
3139,679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,85.302,2019-01-17,10:01,Credit card,81.24,4.761904762,4.062,Bad,January
3140,528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2019-02-12,19:43,Cash,39.48,4.761904762,1.974,Average,February
3141,642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,2019-03-30,16:34,Cash,186.8,4.761904762,9.34,Average,March
3142,576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,2019-03-02,13:10,Ewallet,220.23,4.761904762,11.0115,Bad,March
3143,343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,2019-01-09,16:34,Cash,94.8,4.761904762,4.74,Bad,January
3144,752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.988,2019-02-19,19:29,Credit card,448.56,4.761904762,22.428,Good,February
3145,744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,18:50,Cash,132.06,4.761904762,6.603,Good,January
3146,891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,19:07,Cash,448.26,4.761904762,22.413,Average,January
3147,528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2019-02-12,19:43,Cash,39.48,4.761904762,1.974,Average,February
3148,320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,2019-01-14,10:11,Credit card,34.81,4.761904762,1.7405,Average,January
3149,449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,11:02,Credit card,39.12,4.761904762,1.956,Good,March
3150,510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,145.404,2019-01-24,19:20,Ewallet,138.48,4.761904762,6.924,Bad,January
3151,767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,6.483,136.143,2019-01-08,11:59,Credit card,129.66,4.761904762,6.483,Good,January
3152,190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2019-02-03,14:35,Credit card,235.8,4.761904762,11.79,Average,February
3153,197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.104,2019-01-12,18:22,Ewallet,732.48,4.761904762,36.624,Average,January
3154,242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.917,2019-02-24,19:57,Cash,167.54,4.761904762,8.377,Bad,February
3155,744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,2019-01-15,13:48,Credit card,973.7,4.761904762,48.685,Bad,January
3156,268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,16:28,Ewallet,96.11,4.761904762,4.8055,Good,January
3157,642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,2019-03-30,16:34,Cash,186.8,4.761904762,9.34,Average,March
3158,605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,2019-03-15,16:26,Ewallet,54.36,4.761904762,2.718,Bad,March
3159,731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.588,2019-03-30,17:58,Cash,580.56,4.761904762,29.028,Bad,March
3160,359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.639,97.419,2019-03-15,10:50,Credit card,92.78,4.761904762,4.639,Good,March
3161,751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,144.963,2019-01-12,16:45,Ewallet,138.06,4.761904762,6.903,Good,January
3162,679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,85.302,2019-01-17,10:01,Credit card,81.24,4.761904762,4.062,Bad,January
3163,831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2019-02-23,11:12,Cash,680.31,4.761904762,34.0155,Good,February
3164,569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,14:29,Ewallet,43.74,4.761904762,2.187,Average,January
3165,244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,13:00,Cash,342.1,4.761904762,17.105,Average,January
3166,559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,2019-01-14,10:38,Cash,17.75,4.761904762,0.8875,Good,January
3167,565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,2019-03-15,14:38,Ewallet,86.0,4.761904762,4.3,Average,March
3168,725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,19:01,Cash,274.84,4.761904762,13.742,Bad,January
3169,190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2019-02-23,20:43,Ewallet,71.88,4.761904762,3.594,Average,February
3170,499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,446.964,2019-03-14,16:45,Ewallet,425.68,4.761904762,21.284,Bad,March
3171,779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.881,2019-02-20,13:06,Ewallet,173.22,4.761904762,8.661,Good,February
3172,848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,17:13,Ewallet,114.44,4.761904762,5.722,Good,January
3173,616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,14:36,Credit card,668.78,4.761904762,33.439,Good,March
3174,576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,2019-03-02,13:10,Ewallet,220.23,4.761904762,11.0115,Bad,March
3175,875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,98.049,2019-01-03,13:07,Cash,93.38,4.761904762,4.669,Good,January
3176,457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,684.915,2019-01-08,19:07,Credit card,652.3,4.761904762,32.615,Average,January
3177,487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,2019-03-26,19:28,Credit card,110.61,4.761904762,5.5305,Good,March
3178,210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-14,11:16,Ewallet,89.28,4.761904762,4.464,Bad,March
3179,286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,19:48,Credit card,138.16,4.761904762,6.908,Average,January
3180,775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,2019-01-24,15:05,Ewallet,366.4,4.761904762,18.32,Good,January
3181,741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,17:27,Cash,336.35,4.761904762,16.8175,Average,February
3182,785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2019-02-17,15:28,Ewallet,285.92,4.761904762,14.296,Bad,February
3183,650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,13:53,Credit card,62.61,4.761904762,3.1305,Good,March
3184,198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,13:40,Cash,365.49,4.761904762,18.2745,Average,January
3185,842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2019-02-11,10:38,Credit card,772.0,4.761904762,38.6,Average,February
3186,525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,2019-01-31,15:12,Credit card,721.3,4.761904762,36.065,Bad,January
3187,301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,19:42,Credit card,203.36,4.761904762,10.168,Average,March
3188,593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,2019-03-05,19:40,Ewallet,763.68,4.761904762,38.184,Bad,March
3189,388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2019-02-13,13:59,Cash,82.14,4.761904762,4.107,Average,February
3190,711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,2019-03-16,18:51,Cash,382.56,4.761904762,19.128,Good,March
3191,707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,401.268,2019-02-26,11:58,Ewallet,382.16,4.761904762,19.108,Bad,February
3192,120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,2019-01-22,18:08,Credit card,144.3,4.761904762,7.215,Good,January
3193,457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,2019-01-31,20:32,Ewallet,790.83,4.761904762,39.5415,Average,January
3194,430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.108,2019-01-28,15:46,Credit card,602.96,4.761904762,30.148,Good,January
3195,602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,2019-01-24,18:10,Ewallet,766.0,4.761904762,38.3,Average,January
3196,873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,20:21,Cash,538.3,4.761904762,26.915,Good,February
